Fecha,Producto,Ventas
2023-11-11,Laptop Dell Inspiron,7
2023-06-08,Memoria RAM 16GB,18
2026-01-14,Procesador Ryzen 5,6
2026-04-07,Tarjeta Gráfica RTX 4060,2
2024-03-21,Monitor 24 pulgadas,5
2024-01-28,Procesador Ryzen 5,8
2025-01-04,Monitor 24 pulgadas,10
2025-05-22,Memoria RAM 16GB,16
2024-03-06,Procesador Ryzen 5,11
2025-04-26,Procesador Ryzen 5,13
2023-10-20,Tarjeta Gráfica RTX 4060,7
2025-09-14,Tarjeta Gráfica RTX 4060,0
2026-02-14,Memoria RAM 16GB,19
2025-06-19,Tarjeta Gráfica RTX 4060,1
2024-05-30,Memoria RAM 16GB,17
2024-10-18,Monitor 24 pulgadas,10
2025-02-27,Monitor 24 pulgadas,8
2025-11-07,Memoria RAM 16GB,16
2025-02-21,Procesador Ryzen 5,14
2024-07-17,Laptop Dell Inspiron,5
2024-07-20,Laptop Dell Inspiron,7
2024-08-20,Laptop Dell Inspiron,14
2025-06-16,Laptop Dell Inspiron,5
2024-12-30,Tarjeta Gráfica RTX 4060,1
2023-09-19,Laptop Dell Inspiron,4
2026-02-05,Procesador Ryzen 5,9
2024-03-09,Tarjeta Gráfica RTX 4060,3
2026-03-28,Laptop Dell Inspiron,10
2023-09-03,Memoria RAM 16GB,21
2023-06-18,Procesador Ryzen 5,7
2026-02-27,Tarjeta Gráfica RTX 4060,5
2024-05-19,Memoria RAM 16GB,18
2025-08-26,Monitor 24 pulgadas,20
2024-01-08,Procesador Ryzen 5,6
2023-11-17,Tarjeta Gráfica RTX 4060,29
2023-09-02,Procesador Ryzen 5,13
2026-02-26,Tarjeta Gráfica RTX 4060,2
2023-09-09,Procesador Ryzen 5,11
2024-11-01,Memoria RAM 16GB,17
2025-01-12,Tarjeta Gráfica RTX 4060,4
2023-07-20,Tarjeta Gráfica RTX 4060,3
2023-06-25,Memoria RAM 16GB,14
2025-08-02,Laptop Dell Inspiron,7
2024-04-08,Memoria RAM 16GB,15
2026-02-04,Tarjeta Gráfica RTX 4060,1
2026-02-15,Monitor 24 pulgadas,9
2024-02-04,Laptop Dell Inspiron,4
2024-05-12,Monitor 24 pulgadas,4
2025-12-13,Memoria RAM 16GB,36
2023-09-09,Laptop Dell Inspiron,10
2024-02-11,Memoria RAM 16GB,18
2024-06-02,Monitor 24 pulgadas,4
2025-08-21,Tarjeta Gráfica RTX 4060,7
2024-06-26,Memoria RAM 16GB,17
2024-06-23,Memoria RAM 16GB,14
2025-10-29,Memoria RAM 16GB,17
2024-06-08,Laptop Dell Inspiron,7
2024-04-10,Laptop Dell Inspiron,3
2023-06-16,Monitor 24 pulgadas,8
2025-08-28,Tarjeta Gráfica RTX 4060,6
2025-07-24,Memoria RAM 16GB,17
2024-01-09,Procesador Ryzen 5,7
2025-07-17,Laptop Dell Inspiron,5
2024-04-15,Laptop Dell Inspiron,6
2024-05-22,Monitor 24 pulgadas,7
2025-09-27,Memoria RAM 16GB,16
2025-06-05,Procesador Ryzen 5,10
2024-07-19,Laptop Dell Inspiron,8
2025-10-08,Tarjeta Gráfica RTX 4060,2
2024-01-02,Tarjeta Gráfica RTX 4060,4
2024-09-21,Procesador Ryzen 5,13
2025-12-27,Procesador Ryzen 5,13
2023-07-12,Memoria RAM 16GB,16
2024-08-15,Procesador Ryzen 5,11
2023-07-02,Tarjeta Gráfica RTX 4060,0
2025-04-12,Monitor 24 pulgadas,11
2024-02-29,Monitor 24 pulgadas,8
2026-04-03,Procesador Ryzen 5,11
2024-10-19,Tarjeta Gráfica RTX 4060,5
2023-10-03,Laptop Dell Inspiron,5
2024-02-15,Laptop Dell Inspiron,5
2024-07-10,Procesador Ryzen 5,10
2023-04-05,Procesador Ryzen 5,9
2023-07-03,Laptop Dell Inspiron,7
2023-05-28,Laptop Dell Inspiron,2
2025-11-01,Procesador Ryzen 5,9
2023-09-21,Tarjeta Gráfica RTX 4060,4
2024-03-20,Memoria RAM 16GB,14
2026-04-02,Monitor 24 pulgadas,9
2024-08-23,Procesador Ryzen 5,16
2023-05-06,Memoria RAM 16GB,21
2023-06-29,Memoria RAM 16GB,15
2025-07-14,Tarjeta Gráfica RTX 4060,4
2023-07-30,Laptop Dell Inspiron,7
2023-07-27,Tarjeta Gráfica RTX 4060,3
2025-09-14,Monitor 24 pulgadas,6
2025-10-20,Memoria RAM 16GB,14
2026-02-07,Tarjeta Gráfica RTX 4060,7
2025-11-17,Memoria RAM 16GB,38
2023-05-27,Monitor 24 pulgadas,7
2025-02-05,Procesador Ryzen 5,8
2025-06-16,Memoria RAM 16GB,13
2025-01-05,Procesador Ryzen 5,8
2026-01-26,Procesador Ryzen 5,9
2024-12-06,Memoria RAM 16GB,21
2023-10-07,Procesador Ryzen 5,12
2026-02-27,Memoria RAM 16GB,18
2024-04-06,Laptop Dell Inspiron,8
2023-05-07,Memoria RAM 16GB,15
2023-11-03,Memoria RAM 16GB,17
2025-02-14,Tarjeta Gráfica RTX 4060,7
2023-12-19,Laptop Dell Inspiron,19
2023-08-21,Laptop Dell Inspiron,14
2024-09-30,Tarjeta Gráfica RTX 4060,1
2023-12-24,Memoria RAM 16GB,32
2024-07-08,Tarjeta Gráfica RTX 4060,5
2024-02-27,Laptop Dell Inspiron,2
2023-12-23,Memoria RAM 16GB,33
2023-09-01,Procesador Ryzen 5,13
2023-10-03,Tarjeta Gráfica RTX 4060,4
2024-08-16,Monitor 24 pulgadas,23
2025-04-25,Procesador Ryzen 5,12
2023-08-08,Memoria RAM 16GB,13
2025-12-02,Procesador Ryzen 5,7
2026-03-11,Tarjeta Gráfica RTX 4060,3
2023-06-15,Tarjeta Gráfica RTX 4060,3
2024-01-18,Memoria RAM 16GB,16
2024-01-24,Procesador Ryzen 5,9
2025-12-18,Monitor 24 pulgadas,22
2024-10-24,Procesador Ryzen 5,6
2023-07-12,Procesador Ryzen 5,10
2024-10-06,Monitor 24 pulgadas,6
2023-12-05,Monitor 24 pulgadas,8
2024-08-08,Laptop Dell Inspiron,4
2024-10-15,Monitor 24 pulgadas,7
2023-12-15,Laptop Dell Inspiron,20
2023-08-20,Monitor 24 pulgadas,18
2025-09-13,Memoria RAM 16GB,17
2023-08-26,Tarjeta Gráfica RTX 4060,9
2025-04-04,Tarjeta Gráfica RTX 4060,4
2025-04-18,Laptop Dell Inspiron,7
2023-12-06,Laptop Dell Inspiron,5
2025-01-01,Memoria RAM 16GB,17
2024-07-21,Monitor 24 pulgadas,5
2024-07-16,Procesador Ryzen 5,8
2023-08-31,Monitor 24 pulgadas,17
2026-02-23,Procesador Ryzen 5,6
2025-09-08,Memoria RAM 16GB,14
2024-08-16,Procesador Ryzen 5,15
2023-11-08,Memoria RAM 16GB,18
2025-04-27,Laptop Dell Inspiron,4
2023-05-13,Monitor 24 pulgadas,7
2025-10-14,Tarjeta Gráfica RTX 4060,3
2023-12-27,Procesador Ryzen 5,10
2023-06-10,Monitor 24 pulgadas,8
2025-01-22,Monitor 24 pulgadas,4
2024-03-24,Procesador Ryzen 5,6
2023-05-04,Tarjeta Gráfica RTX 4060,5
2023-04-14,Laptop Dell Inspiron,8
2023-06-10,Tarjeta Gráfica RTX 4060,3
2024-06-10,Procesador Ryzen 5,11
2025-09-10,Monitor 24 pulgadas,6
2024-11-29,Procesador Ryzen 5,35
2024-10-23,Monitor 24 pulgadas,4
2025-01-30,Laptop Dell Inspiron,4
2024-02-17,Memoria RAM 16GB,19
2025-11-26,Tarjeta Gráfica RTX 4060,28
2024-05-12,Procesador Ryzen 5,11
2024-12-12,Laptop Dell Inspiron,21
2023-08-06,Monitor 24 pulgadas,8
2025-04-23,Laptop Dell Inspiron,3
2024-07-30,Laptop Dell Inspiron,5
2023-04-09,Tarjeta Gráfica RTX 4060,4
2023-11-11,Tarjeta Gráfica RTX 4060,8
2025-05-24,Tarjeta Gráfica RTX 4060,6
2024-05-08,Monitor 24 pulgadas,9
2024-07-09,Laptop Dell Inspiron,5
2024-08-02,Procesador Ryzen 5,14
2026-03-20,Monitor 24 pulgadas,11
2023-05-12,Procesador Ryzen 5,10
2024-09-20,Laptop Dell Inspiron,6
2024-04-25,Memoria RAM 16GB,15
2025-02-19,Tarjeta Gráfica RTX 4060,4
2025-01-06,Memoria RAM 16GB,17
2025-04-14,Tarjeta Gráfica RTX 4060,1
2025-10-26,Monitor 24 pulgadas,6
2024-02-10,Procesador Ryzen 5,12
2023-10-05,Memoria RAM 16GB,17
2024-08-24,Procesador Ryzen 5,15
2026-03-05,Tarjeta Gráfica RTX 4060,5
2023-09-30,Monitor 24 pulgadas,9
2025-07-10,Laptop Dell Inspiron,2
2023-10-25,Laptop Dell Inspiron,2
2025-07-21,Tarjeta Gráfica RTX 4060,3
2024-09-02,Memoria RAM 16GB,17
2024-08-26,Laptop Dell Inspiron,17
2026-01-24,Laptop Dell Inspiron,10
2024-03-16,Tarjeta Gráfica RTX 4060,4
2023-06-21,Memoria RAM 16GB,14
2023-12-06,Tarjeta Gráfica RTX 4060,5
2025-12-14,Memoria RAM 16GB,31
2024-02-08,Memoria RAM 16GB,15
2024-05-26,Laptop Dell Inspiron,4
2024-06-06,Monitor 24 pulgadas,7
2023-12-16,Monitor 24 pulgadas,23
2023-09-18,Procesador Ryzen 5,7
2024-02-19,Monitor 24 pulgadas,4
2025-10-03,Memoria RAM 16GB,20
2023-09-15,Procesador Ryzen 5,14
2024-03-23,Monitor 24 pulgadas,12
2024-11-16,Procesador Ryzen 5,35
2025-06-21,Monitor 24 pulgadas,11
2023-12-22,Memoria RAM 16GB,33
2026-03-18,Laptop Dell Inspiron,6
2026-03-02,Laptop Dell Inspiron,6
2024-10-02,Laptop Dell Inspiron,7
2023-12-10,Memoria RAM 16GB,32
2023-10-14,Memoria RAM 16GB,16
2025-06-29,Laptop Dell Inspiron,6
2026-04-10,Laptop Dell Inspiron,7
2023-04-21,Tarjeta Gráfica RTX 4060,3
2025-08-18,Procesador Ryzen 5,10
2026-02-02,Tarjeta Gráfica RTX 4060,3
2025-04-17,Laptop Dell Inspiron,5
2024-11-23,Memoria RAM 16GB,46
2023-06-06,Laptop Dell Inspiron,7
2025-08-26,Procesador Ryzen 5,13
2024-03-01,Monitor 24 pulgadas,8
2024-09-17,Procesador Ryzen 5,10
2023-11-27,Monitor 24 pulgadas,30
2025-03-16,Tarjeta Gráfica RTX 4060,4
2025-04-28,Memoria RAM 16GB,17
2024-03-06,Tarjeta Gráfica RTX 4060,2
2026-01-23,Monitor 24 pulgadas,9
2024-02-07,Procesador Ryzen 5,11
2024-07-30,Memoria RAM 16GB,15
2023-09-11,Tarjeta Gráfica RTX 4060,3
2025-11-14,Laptop Dell Inspiron,9
2025-10-18,Procesador Ryzen 5,11
2024-10-22,Tarjeta Gráfica RTX 4060,5
2023-12-23,Laptop Dell Inspiron,20
2024-04-19,Memoria RAM 16GB,21
2023-06-05,Procesador Ryzen 5,11
2024-04-26,Laptop Dell Inspiron,9
2025-10-07,Tarjeta Gráfica RTX 4060,0
2023-11-08,Tarjeta Gráfica RTX 4060,0
2024-04-23,Tarjeta Gráfica RTX 4060,3
2025-01-24,Memoria RAM 16GB,18
2024-01-06,Procesador Ryzen 5,9
2023-08-10,Monitor 24 pulgadas,4
2024-09-29,Laptop Dell Inspiron,4
2023-11-24,Laptop Dell Inspiron,32
2025-01-11,Memoria RAM 16GB,18
2023-11-30,Laptop Dell Inspiron,27
2026-03-22,Laptop Dell Inspiron,7
2025-01-19,Monitor 24 pulgadas,8
2025-12-11,Procesador Ryzen 5,23
2026-03-04,Monitor 24 pulgadas,4
2023-09-24,Laptop Dell Inspiron,7
2025-06-17,Tarjeta Gráfica RTX 4060,4
2024-09-12,Laptop Dell Inspiron,5
2024-02-22,Memoria RAM 16GB,17
2023-08-07,Memoria RAM 16GB,14
2024-05-24,Procesador Ryzen 5,14
2026-02-01,Memoria RAM 16GB,18
2024-01-04,Procesador Ryzen 5,8
2024-09-10,Monitor 24 pulgadas,6
2024-08-19,Monitor 24 pulgadas,21
2026-01-06,Procesador Ryzen 5,7
2025-09-05,Tarjeta Gráfica RTX 4060,9
2025-01-25,Tarjeta Gráfica RTX 4060,7
2024-12-20,Tarjeta Gráfica RTX 4060,19
2026-02-05,Monitor 24 pulgadas,8
2024-08-09,Tarjeta Gráfica RTX 4060,7
2023-12-13,Tarjeta Gráfica RTX 4060,18
2025-11-05,Procesador Ryzen 5,9
2024-05-04,Monitor 24 pulgadas,8
2023-07-04,Laptop Dell Inspiron,6
2023-11-29,Laptop Dell Inspiron,27
2024-11-10,Procesador Ryzen 5,9
2025-03-02,Procesador Ryzen 5,8
2024-11-20,Monitor 24 pulgadas,30
2024-03-07,Laptop Dell Inspiron,2
2026-03-03,Memoria RAM 16GB,13
2026-02-07,Laptop Dell Inspiron,7
2023-12-25,Tarjeta Gráfica RTX 4060,3
2025-10-25,Procesador Ryzen 5,14
2024-11-26,Procesador Ryzen 5,33
2023-06-06,Procesador Ryzen 5,9
2023-10-26,Procesador Ryzen 5,10
2024-05-18,Tarjeta Gráfica RTX 4060,8
2025-09-10,Laptop Dell Inspiron,7
2023-09-15,Laptop Dell Inspiron,5
2023-09-05,Memoria RAM 16GB,17
2024-04-16,Tarjeta Gráfica RTX 4060,3
2023-12-11,Tarjeta Gráfica RTX 4060,19
2023-04-25,Monitor 24 pulgadas,4
2024-06-18,Tarjeta Gráfica RTX 4060,4
2025-05-11,Monitor 24 pulgadas,4
2025-04-20,Laptop Dell Inspiron,5
2025-02-10,Memoria RAM 16GB,18
2026-03-16,Memoria RAM 16GB,13
2025-08-12,Monitor 24 pulgadas,9
2026-02-13,Tarjeta Gráfica RTX 4060,5
2025-07-27,Monitor 24 pulgadas,5
2026-03-01,Tarjeta Gráfica RTX 4060,0
2024-05-04,Tarjeta Gráfica RTX 4060,4
2025-01-03,Laptop Dell Inspiron,8
2024-05-23,Tarjeta Gráfica RTX 4060,2
2025-02-03,Tarjeta Gráfica RTX 4060,0
2024-04-21,Monitor 24 pulgadas,6
2025-01-24,Tarjeta Gráfica RTX 4060,7
2024-01-06,Monitor 24 pulgadas,10
2023-11-02,Memoria RAM 16GB,18
2023-09-10,Laptop Dell Inspiron,7
2024-03-09,Procesador Ryzen 5,10
2023-11-13,Monitor 24 pulgadas,8
2024-10-29,Laptop Dell Inspiron,3
2024-02-14,Tarjeta Gráfica RTX 4060,0
2025-09-07,Monitor 24 pulgadas,8
2024-01-15,Tarjeta Gráfica RTX 4060,4
2023-04-06,Monitor 24 pulgadas,7
2024-11-22,Laptop Dell Inspiron,31
2024-11-13,Procesador Ryzen 5,9
2023-12-30,Tarjeta Gráfica RTX 4060,6
2025-07-25,Laptop Dell Inspiron,10
2026-02-22,Monitor 24 pulgadas,6
2023-04-06,Laptop Dell Inspiron,7
2026-03-22,Monitor 24 pulgadas,4
2024-07-07,Memoria RAM 16GB,14
2025-05-08,Monitor 24 pulgadas,8
2024-04-15,Tarjeta Gráfica RTX 4060,4
2024-03-10,Monitor 24 pulgadas,5
2025-06-29,Memoria RAM 16GB,14
2023-08-23,Monitor 24 pulgadas,18
2023-12-17,Monitor 24 pulgadas,24
2026-01-25,Monitor 24 pulgadas,7
2024-04-01,Procesador Ryzen 5,10
2024-10-02,Procesador Ryzen 5,6
2024-02-05,Memoria RAM 16GB,16
2025-01-16,Memoria RAM 16GB,16
2025-03-28,Tarjeta Gráfica RTX 4060,5
2026-03-28,Monitor 24 pulgadas,9
2026-01-16,Tarjeta Gráfica RTX 4060,7
2026-01-15,Memoria RAM 16GB,14
2024-05-11,Procesador Ryzen 5,9
2025-02-05,Monitor 24 pulgadas,7
2024-12-20,Monitor 24 pulgadas,27
2023-11-10,Tarjeta Gráfica RTX 4060,7
2023-05-14,Procesador Ryzen 5,10
2025-11-24,Procesador Ryzen 5,32
2023-07-10,Memoria RAM 16GB,18
2023-12-18,Laptop Dell Inspiron,18
2023-07-19,Memoria RAM 16GB,16
2023-04-26,Laptop Dell Inspiron,4
2024-03-14,Memoria RAM 16GB,18
2024-09-25,Laptop Dell Inspiron,3
2024-06-07,Laptop Dell Inspiron,6
2024-06-10,Monitor 24 pulgadas,6
2024-06-16,Laptop Dell Inspiron,4
2024-01-01,Memoria RAM 16GB,14
2023-05-04,Laptop Dell Inspiron,3
2024-03-27,Procesador Ryzen 5,9
2025-04-22,Memoria RAM 16GB,18
2025-06-23,Tarjeta Gráfica RTX 4060,0
2024-08-29,Memoria RAM 16GB,21
2025-02-03,Laptop Dell Inspiron,4
2025-04-14,Memoria RAM 16GB,15
2024-01-24,Laptop Dell Inspiron,5
2025-08-09,Memoria RAM 16GB,16
2025-12-28,Procesador Ryzen 5,9
2023-12-17,Tarjeta Gráfica RTX 4060,16
2025-04-02,Procesador Ryzen 5,11
2025-08-20,Monitor 24 pulgadas,17
2025-01-15,Memoria RAM 16GB,15
2023-05-25,Laptop Dell Inspiron,2
2025-01-02,Monitor 24 pulgadas,9
2024-01-22,Monitor 24 pulgadas,7
2023-07-23,Tarjeta Gráfica RTX 4060,3
2025-06-09,Memoria RAM 16GB,17
2023-05-24,Procesador Ryzen 5,6
2024-05-18,Memoria RAM 16GB,20
2024-02-09,Procesador Ryzen 5,12
2025-02-15,Monitor 24 pulgadas,8
2025-06-07,Procesador Ryzen 5,14
2025-12-21,Laptop Dell Inspiron,21
2023-10-13,Memoria RAM 16GB,18
2023-04-04,Tarjeta Gráfica RTX 4060,4
2023-09-17,Memoria RAM 16GB,17
2025-12-17,Tarjeta Gráfica RTX 4060,15
2025-07-02,Procesador Ryzen 5,10
2025-02-04,Laptop Dell Inspiron,7
2026-02-14,Laptop Dell Inspiron,7
2023-05-02,Procesador Ryzen 5,7
2025-12-24,Tarjeta Gráfica RTX 4060,18
2023-12-14,Tarjeta Gráfica RTX 4060,19
2025-08-10,Memoria RAM 16GB,16
2025-08-23,Memoria RAM 16GB,23
2025-03-08,Laptop Dell Inspiron,8
2025-03-13,Monitor 24 pulgadas,9
2025-09-11,Procesador Ryzen 5,11
2025-03-31,Monitor 24 pulgadas,7
2025-06-22,Monitor 24 pulgadas,8
2023-05-20,Monitor 24 pulgadas,7
2025-05-19,Laptop Dell Inspiron,2
2023-09-13,Memoria RAM 16GB,16
2024-02-03,Procesador Ryzen 5,12
2023-04-01,Memoria RAM 16GB,18
2026-04-02,Memoria RAM 16GB,14
2024-02-27,Monitor 24 pulgadas,5
2025-08-01,Laptop Dell Inspiron,10
2024-12-08,Memoria RAM 16GB,17
2024-08-12,Memoria RAM 16GB,17
2026-01-12,Monitor 24 pulgadas,6
2023-04-03,Procesador Ryzen 5,9
2024-02-21,Laptop Dell Inspiron,6
2025-07-08,Monitor 24 pulgadas,5
2023-05-21,Monitor 24 pulgadas,4
2023-07-07,Monitor 24 pulgadas,12
2025-10-18,Monitor 24 pulgadas,7
2023-08-11,Memoria RAM 16GB,16
2023-07-23,Procesador Ryzen 5,7
2024-05-13,Laptop Dell Inspiron,6
2026-01-16,Laptop Dell Inspiron,10
2025-12-18,Tarjeta Gráfica RTX 4060,16
2024-02-10,Monitor 24 pulgadas,11
2023-05-23,Laptop Dell Inspiron,4
2025-12-12,Monitor 24 pulgadas,24
2025-04-26,Monitor 24 pulgadas,12
2026-01-22,Monitor 24 pulgadas,5
2025-10-30,Memoria RAM 16GB,16
2023-06-11,Tarjeta Gráfica RTX 4060,0
2025-02-15,Memoria RAM 16GB,17
2023-06-15,Memoria RAM 16GB,13
2025-07-03,Laptop Dell Inspiron,5
2024-04-02,Tarjeta Gráfica RTX 4060,5
2024-08-05,Tarjeta Gráfica RTX 4060,0
2023-08-07,Laptop Dell Inspiron,7
2025-03-01,Tarjeta Gráfica RTX 4060,7
2024-08-28,Monitor 24 pulgadas,19
2025-01-13,Laptop Dell Inspiron,4
2025-11-06,Memoria RAM 16GB,18
2025-10-12,Memoria RAM 16GB,18
2024-10-26,Memoria RAM 16GB,16
2024-08-23,Tarjeta Gráfica RTX 4060,6
2025-04-04,Procesador Ryzen 5,13
2023-11-10,Laptop Dell Inspiron,6
2024-12-01,Tarjeta Gráfica RTX 4060,3
2023-08-10,Tarjeta Gráfica RTX 4060,3
2023-09-25,Tarjeta Gráfica RTX 4060,2
2023-10-17,Procesador Ryzen 5,11
2025-11-05,Monitor 24 pulgadas,4
2023-10-10,Monitor 24 pulgadas,8
2025-10-19,Memoria RAM 16GB,13
2023-05-23,Monitor 24 pulgadas,5
2025-10-09,Monitor 24 pulgadas,4
2025-02-24,Memoria RAM 16GB,13
2025-03-11,Memoria RAM 16GB,17
2026-01-28,Monitor 24 pulgadas,6
2025-05-16,Laptop Dell Inspiron,6
2025-05-06,Tarjeta Gráfica RTX 4060,2
2025-02-21,Memoria RAM 16GB,16
2024-09-25,Monitor 24 pulgadas,7
2025-11-11,Memoria RAM 16GB,15
2023-09-05,Procesador Ryzen 5,13
2023-08-26,Procesador Ryzen 5,14
2023-08-18,Tarjeta Gráfica RTX 4060,7
2026-01-30,Tarjeta Gráfica RTX 4060,4
2023-08-21,Tarjeta Gráfica RTX 4060,4
2025-12-24,Memoria RAM 16GB,31
2025-03-04,Monitor 24 pulgadas,7
2023-12-30,Monitor 24 pulgadas,10
2023-08-12,Memoria RAM 16GB,19
2023-09-20,Procesador Ryzen 5,6
2024-07-24,Memoria RAM 16GB,15
2025-04-09,Laptop Dell Inspiron,5
2024-08-15,Laptop Dell Inspiron,17
2024-11-27,Monitor 24 pulgadas,34
2025-08-31,Memoria RAM 16GB,21
2024-09-21,Memoria RAM 16GB,18
2026-02-18,Procesador Ryzen 5,9
2024-06-15,Monitor 24 pulgadas,8
2023-09-02,Laptop Dell Inspiron,21
2024-03-15,Tarjeta Gráfica RTX 4060,5
2023-12-12,Monitor 24 pulgadas,20
2025-09-24,Laptop Dell Inspiron,3
2026-01-26,Tarjeta Gráfica RTX 4060,2
2023-12-24,Tarjeta Gráfica RTX 4060,18
2023-05-03,Laptop Dell Inspiron,4
2025-11-24,Monitor 24 pulgadas,29
2023-10-11,Tarjeta Gráfica RTX 4060,3
2025-03-30,Monitor 24 pulgadas,8
2023-04-15,Procesador Ryzen 5,11
2026-03-28,Memoria RAM 16GB,19
2025-01-18,Monitor 24 pulgadas,9
2025-07-13,Laptop Dell Inspiron,5
2024-11-20,Tarjeta Gráfica RTX 4060,25
2023-09-30,Procesador Ryzen 5,13
2023-05-08,Memoria RAM 16GB,17
2026-01-17,Monitor 24 pulgadas,9
2024-09-10,Laptop Dell Inspiron,5
2024-08-18,Memoria RAM 16GB,21
2025-11-27,Tarjeta Gráfica RTX 4060,27
2026-02-03,Monitor 24 pulgadas,8
2023-12-20,Tarjeta Gráfica RTX 4060,20
2024-11-05,Procesador Ryzen 5,6
2025-04-25,Monitor 24 pulgadas,11
2025-04-06,Memoria RAM 16GB,14
2026-04-12,Procesador Ryzen 5,6
2025-07-18,Memoria RAM 16GB,21
2024-10-11,Procesador Ryzen 5,9
2024-10-06,Procesador Ryzen 5,10
2025-11-10,Laptop Dell Inspiron,7
2023-07-26,Tarjeta Gráfica RTX 4060,3
2024-05-15,Monitor 24 pulgadas,4
2025-06-25,Procesador Ryzen 5,8
2026-02-05,Tarjeta Gráfica RTX 4060,5
2024-05-06,Monitor 24 pulgadas,8
2026-03-18,Procesador Ryzen 5,10
2025-08-15,Monitor 24 pulgadas,19
2023-08-06,Laptop Dell Inspiron,6
2025-09-03,Tarjeta Gráfica RTX 4060,8
2024-07-06,Procesador Ryzen 5,14
2023-04-22,Procesador Ryzen 5,12
2023-06-07,Memoria RAM 16GB,18
2024-07-24,Laptop Dell Inspiron,3
2024-11-03,Monitor 24 pulgadas,5
2024-12-20,Laptop Dell Inspiron,20
2023-06-02,Procesador Ryzen 5,9
2025-05-04,Memoria RAM 16GB,18
2024-07-19,Procesador Ryzen 5,14
2023-05-14,Monitor 24 pulgadas,9
2023-09-19,Tarjeta Gráfica RTX 4060,5
2025-08-06,Memoria RAM 16GB,16
2026-02-19,Procesador Ryzen 5,9
2023-07-09,Laptop Dell Inspiron,6
2024-09-08,Monitor 24 pulgadas,8
2023-07-08,Laptop Dell Inspiron,8
2025-01-30,Monitor 24 pulgadas,5
2023-09-07,Procesador Ryzen 5,7
2025-07-31,Memoria RAM 16GB,17
2025-11-07,Procesador Ryzen 5,9
2024-07-13,Laptop Dell Inspiron,9
2026-01-02,Memoria RAM 16GB,18
2023-07-04,Tarjeta Gráfica RTX 4060,5
2024-06-17,Memoria RAM 16GB,16
2023-05-14,Memoria RAM 16GB,15
2025-10-01,Tarjeta Gráfica RTX 4060,1
2024-09-18,Laptop Dell Inspiron,7
2024-02-05,Laptop Dell Inspiron,7
2026-02-18,Laptop Dell Inspiron,2
2024-06-16,Procesador Ryzen 5,10
2025-03-23,Memoria RAM 16GB,16
2025-12-31,Memoria RAM 16GB,15
2024-07-18,Laptop Dell Inspiron,7
2025-12-19,Monitor 24 pulgadas,22
2023-08-09,Memoria RAM 16GB,13
2025-05-28,Memoria RAM 16GB,16
2023-11-12,Tarjeta Gráfica RTX 4060,0
2024-05-13,Memoria RAM 16GB,16
2023-10-01,Tarjeta Gráfica RTX 4060,5
2024-07-29,Memoria RAM 16GB,18
2024-05-23,Procesador Ryzen 5,10
2024-05-08,Tarjeta Gráfica RTX 4060,1
2025-03-19,Laptop Dell Inspiron,5
2025-11-29,Monitor 24 pulgadas,35
2025-05-05,Laptop Dell Inspiron,3
2025-10-09,Laptop Dell Inspiron,2
2024-11-14,Memoria RAM 16GB,17
2025-08-04,Laptop Dell Inspiron,6
2024-07-08,Memoria RAM 16GB,15
2024-08-17,Memoria RAM 16GB,24
2025-10-02,Tarjeta Gráfica RTX 4060,2
2024-05-02,Monitor 24 pulgadas,6
2025-07-07,Procesador Ryzen 5,7
2026-01-07,Monitor 24 pulgadas,5
2024-12-21,Tarjeta Gráfica RTX 4060,19
2025-11-19,Memoria RAM 16GB,38
2026-03-22,Procesador Ryzen 5,9
2025-02-27,Memoria RAM 16GB,17
2025-08-09,Tarjeta Gráfica RTX 4060,8
2025-10-23,Memoria RAM 16GB,16
2025-03-31,Tarjeta Gráfica RTX 4060,2
2025-10-22,Monitor 24 pulgadas,6
2025-02-08,Memoria RAM 16GB,19
2024-12-14,Laptop Dell Inspiron,23
2024-06-28,Laptop Dell Inspiron,5
2025-05-11,Memoria RAM 16GB,15
2025-11-24,Memoria RAM 16GB,40
2025-06-01,Procesador Ryzen 5,8
2023-05-17,Laptop Dell Inspiron,2
2024-04-15,Memoria RAM 16GB,14
2023-12-14,Memoria RAM 16GB,31
2024-09-04,Procesador Ryzen 5,11
2026-01-07,Memoria RAM 16GB,17
2025-05-26,Procesador Ryzen 5,9
2023-06-09,Procesador Ryzen 5,10
2025-02-28,Laptop Dell Inspiron,7
2023-10-08,Tarjeta Gráfica RTX 4060,1
2023-07-03,Tarjeta Gráfica RTX 4060,2
2025-01-28,Memoria RAM 16GB,15
2023-04-15,Monitor 24 pulgadas,7
2024-10-05,Monitor 24 pulgadas,8
2025-02-25,Memoria RAM 16GB,18
2023-10-22,Laptop Dell Inspiron,4
2026-01-30,Memoria RAM 16GB,19
2024-10-24,Tarjeta Gráfica RTX 4060,1
2026-01-09,Tarjeta Gráfica RTX 4060,7
2023-12-12,Laptop Dell Inspiron,20
2025-06-09,Tarjeta Gráfica RTX 4060,4
2025-06-04,Memoria RAM 16GB,17
2024-04-08,Procesador Ryzen 5,9
2025-04-30,Procesador Ryzen 5,9
2023-07-04,Memoria RAM 16GB,17
2024-11-12,Laptop Dell Inspiron,5
2025-06-05,Laptop Dell Inspiron,4
2025-02-10,Procesador Ryzen 5,7
2025-07-17,Tarjeta Gráfica RTX 4060,2
2023-12-23,Monitor 24 pulgadas,26
